1000,30000
1000,20000
1000,20001
1000,20002
1000,20003
1000,20004
1000,30004
1000,20003
1000,30005
1000,30006
1000,20004
1000,30007
1000,20000
1000,20001
1000,20002
1000,30009
1000,30004
1000,30010
1000,20005
1000,20006
1000,20002
1000,20007
1001,30017
1001,20004
1002,20008
1002,20008
1002,30007
1002,30023
1002,20009
1003,20010
1003,30028
1003,20009
1003,20000
1003,20011
1003,30023
1003,30023
1003,30029
1003,30029
1003,20012
1003,30005
1003,30005
1003,30032
1003,20013
1003,30035
1003,30007
1003,30007
1003,30007
1003,30007
1003,30007
1003,30007
1003,30036
1003,30023
1003,30029
1003,20013
1003,30037
1003,30037
1003,20014
1003,30037
1003,20000
1003,30005
1003,30005
1003,20014
1003,20015
1003,20009
1003,30041
1003,20013
1003,30007
1003,30007
1003,30007
1003,30007
1003,30036
1003,30029
1003,20000
1003,30043
1003,20016
1003,20000
1003,20003
1003,20009
1003,20000
1003,20011
1003,30044
1003,20017
1003,30045
1003,30007
1003,30007
1003,30023
1003,20018
1003,30023
1003,30023
1003,30005
1003,30005
1003,20018
1003,30046
1003,30047
1003,20009
1003,30048
1003,30007
1003,20018
1004,30049
1004,20014
1004,20013
1004,20019
1004,30052
1004,20019
1004,30053
1004,30054
1004,30010
1004,20015
1004,20020
1004,30005
1004,20013
1004,30055
1004,20014
1004,20021
1004,30007
1004,20021
1004,30007
1004,20013
1004,30028
1004,20015
1004,20020
1004,30049
1004,30058
1004,20019
1004,30005
1004,20022
1004,30005
1004,20021
1004,30059
1004,20019
1004,20019
1004,20023
1004,20021
1004,30023
1004,20024
1004,20025
1004,20009
1004,30062
1005,20019
1005,30007
1005,20013
1005,30059
1005,20019
1005,20019
1005,30023
1005,20024
1006,20026
1006,20009
1006,20027
1006,30049
1006,20014
1006,20013
1006,30065
1006,20028
1006,30052
1006,20019
1006,30067
1006,20029
1006,20029
1006,20029
1006,30053
1006,30071
1006,20021
1006,30054
1006,30010
1006,20015
1006,20020
1006,30005
1006,20029
1006,20021
1006,20027
1006,20014
1006,20021
1006,30007
1006,20021
1006,20029
1006,30067
1006,20029
1006,30028
1006,20015
1006,20020
1006,30029
1006,20014
1006,20030
1006,20013
1006,30074
1006,30005
1006,20021
1006,20021
1006,20027
1006,30049
1006,30007
1006,20029
1006,30076
1006,30079
1006,30058
1006,20021
1006,20020
1006,20021
1006,20009
1006,30058
1006,20015
1006,20010
1006,20009
1006,20019
1006,30080
1006,20029
1006,30080
1006,20031
1006,30005
1006,20022
1006,30005
1006,20021
1006,20023
1006,30081
1006,30081
1006,30007
1006,20029
1006,30083
1006,20029
1006,20021
1006,20025
1006,20009
1006,30079
1006,20029
1006,20032
1006,20000
1006,30087
1006,30062
1007,30023
1007,30088
1007,20033
1007,20034
1007,30007
1007,30007
1007,20033
1007,30007
1007,30007
1007,20033
1007,30091
1007,20032
1007,30007
1007,20035
1007,30007
1007,20032
1007,30007
1007,30023
1007,20029
1007,20008
1007,20033
1007,30007
1007,30095
1007,20035
1007,30007
1007,20029
1008,30097
1008,20004
1008,30023
1008,30029
1008,30100
1008,30004
1008,30101
1008,20036
1008,20004
1008,20008
1008,30106
1008,30107
1008,20037
1008,30108
1008,20020
1008,20004
1008,20002
1008,20038
1008,20020
1008,30023
1008,20014
1008,20039
1008,30101
1008,30101
1008,20036
1008,20002
1008,30115
1008,20040
1008,20036
1009,20019
1009,30065
1009,20004
1009,30028
1009,20000
1009,20041
1009,20042
1009,30029
1009,20025
1009,30122
1009,20043
1009,20044
1009,30122
1009,20043
1009,30004
1009,30010
1009,20023
1009,20045
1009,20046
1009,30126
1009,30065
1009,20047
1009,20048
1009,20002
1009,20038
1009,20043
1009,20020
1009,30028
1009,20023
1009,30130
1009,30053
1009,30029
1009,30107
1009,20037
1009,30133
1009,20002
1009,30004
1009,20033
1009,20033
1009,20043
1009,20028
1009,20014
1009,30041
1009,20005
1009,30065
1009,30065
1009,20045
1009,20045
1009,20000
1009,20045
1009,20000
1009,30140
1009,20045
1009,20043
1009,20000
1009,30141
1009,20049
1009,20047
1009,20050
1009,30053
1009,20000
1009,30029
1009,20000
1009,20041
1009,30142
1009,30133
1009,30004
1009,20014
1009,30144
1009,30145
1009,30146
1009,20043
1009,20044
1009,20043
1009,30041
1009,30147
1009,20051
1009,30065
1009,20014
1009,30065
1009,20047
1009,20032
1009,30065
1009,20052
1009,20053
1009,20037
1009,20045
1009,30151
1009,20049
1009,30153
1009,20043
1009,30145
1009,20045
1009,30146
1009,20045
1009,20045
1009,20000
1009,30062
1009,30041
1010,20019
1010,20048
1010,30130
1010,30053
1010,30065
1010,20045
1010,20045
1010,20000
1010,20045
1010,20000
1010,30140
1010,20045
1010,20043
1010,20000
1010,30141
1010,20049
1010,30053
1010,20000
1010,30065
1010,20014
1010,20037
1010,20045
1010,30151
1010,20049
1010,30153
1010,20043
1010,30145
1010,20045
1010,30146
1010,20045
1010,20045
1010,20000
1010,30062
1012,30029
1012,20000
1012,30160
1012,30161
1012,20054
1012,20014
1012,20022
1012,30007
1012,20014
1012,30049
1013,30163
1013,20027
1013,30164
1013,20045
1013,30037
1013,30166
1013,20024
1013,20050
1013,20045
1013,20055
1013,30170
1015,30172
1015,30010
1015,30173
1015,30174
1015,20045
1015,30175
1015,20007
1015,30175
1015,20007
1015,30175
1015,20045
1015,30067
1015,20045
1015,30176
1015,30053
1015,30037
1015,20014
1015,20007
1015,30028
1015,30179
1015,20056
1015,30010
1015,20014
1015,20015
1015,20030
1016,30181
1016,20004
1016,20057
1016,30164
1016,30007
1016,30166
1016,20024
1016,20050
1016,30037
1016,20004
1016,30186
1016,20050
1016,30007
1016,30007
1016,20014
1016,20058
1017,30037
1017,20015
1017,30189
1017,20059
1017,20015
1017,30055
1017,20014
1017,20013
1017,30175
1017,20060
1017,30007
1017,30007
1017,20014
1017,20013
1017,30007
1017,20015
1017,30007
1017,30007
1017,20014
1017,20031
1017,30007
1017,30007
1017,20014
1017,20061
1017,30007
1017,20015
1017,30007
1017,20015
1017,20014
1017,20015
1017,30007
1017,30007
1017,20014
1017,20007
1017,30007
1017,30007
1017,30007
1017,30007
1017,20014
1017,30007
1017,20014
1017,20031
1017,30037
1017,20014
1017,20007
1017,30055
1017,20014
1017,30055
1017,20014
1017,20061
1017,20014
1017,30041
1017,20014
1017,20062
1017,30007
1017,20023
1017,20050
1017,30055
1017,20014
1017,20015
1017,20032
1017,30161
1017,20014
1017,30161
1017,20023
1018,30029
1018,20063
1018,30029
1018,30053
1018,30029
1019,30049
1019,30049
1019,30029
1019,30037
1019,20015
1019,20032
1019,20015
1019,20004
1019,30005
1019,20014
1019,30204
1019,20004
1019,20064
1019,30055
1019,20065
1019,30049
1019,20014
1019,30062
1019,30175
1019,30175
1019,20066
1019,30175
1019,20014
1019,20015
1019,20067
1019,30007
1019,20015
1019,30007
1019,20057
1019,30007
1019,20015
1019,30007
1019,30204
1019,30049
1019,20014
1019,30161
1019,30037
1019,20034
1019,30055
1019,20014
1020,30175
1020,30204
1020,20034
1025,30007
1025,30007
1027,30175
1027,30175
1027,30175
1027,30175
1027,30175
1027,30175
1027,30175
1027,30028
1027,20010
1027,20002
1027,20028
1027,30207
1027,30055
1027,20014
1027,20030
1027,30000
1027,30000
1027,30037
1028,20066
1028,20066
1028,30062
1028,20014
1028,20068
1028,30007
1028,20066
1028,30212
1028,30007
1028,30213
1028,20068
1028,20066
1028,30007
1029,20003
1029,20031
1029,30218
1029,20003
1029,20069
1029,30007
1029,20070
1029,20071
1029,30220
1029,30218
1029,20003
1029,20050
1029,20070
1029,20071
1029,20070
1029,20071
1029,30223
1029,30224
1029,20021
1029,30179
1029,20021
1029,30226
1029,20004
1029,30227
1029,30227
1029,30227
1029,20050
1030,30231
1030,20002
1030,20025
1030,20020
1030,30233
1030,20025
1030,30234
1030,20014
1031,30065
1031,30235
1032,30055
1032,30007
1032,30007
1033,30065
1033,30241
1033,20041
1033,30007
1033,30065
1033,20020
1033,20072
1033,20032
1033,30247
1033,20003
1033,20014
1033,20036
1033,30249
1033,30250
1033,30107
1033,20014
1033,30204
1033,30087
1033,30254
1033,30049
1033,30007
1033,30007
1033,20073
1033,30007
1033,20020
1033,30007
1033,30007
1033,30007
1033,30007
1033,20029
1033,30007
1033,20073
1033,30007
1033,30007
1033,30007
1033,30007
1033,30007
1033,30007
1033,20074
1033,20075
1033,20008
1033,20019
1033,30052
1033,20027
1033,30260
1033,30067
1033,30023
1033,30037
1033,20076
1033,30079
1033,20012
1033,30163
1033,20027
1033,30163
1033,30087
1033,20014
1033,20046
1033,30007
1033,30007
1033,30007
1033,30007
1033,30065
1033,20000
1033,20002
1033,30271
1033,20014
1033,30097
1033,20032
1033,20077
1033,30273
1033,20041
1033,30076
1033,20014
1033,30275
1033,30052
1033,20029
1033,20003
1033,30278
1033,30037
1033,20074
1033,20075
1033,20032
1033,30088
1033,30005
1033,30163
1033,30163
1033,20050
1033,20043
1033,30204
1033,20014
1033,20015
1033,20003
1033,20078
1033,20056
1033,20042
1033,30007
1033,20068
1033,20002
1033,20040
1033,30289
1033,20047
1033,30290
1033,30235
1033,20068
1033,20020
1033,20019
1033,20000
1033,30122
1033,20051
1033,30010
1033,20014
1033,20032
1033,20077
1033,30087
1033,20014
1033,20046
1033,30007
1033,30007
1034,20020
1034,30304
1034,30023
1034,30305
1034,30029
1034,30306
1034,20052
1034,30254
1034,30007
1034,30007
1034,30007
1034,30007
1034,30007
1034,20033
1034,30007
1034,30007
1034,30007
1034,30007
1034,20000
1034,30007
1034,30023
1034,20034
1034,30023
1034,30079
1034,30079
1034,30309
1034,30005
1034,30204
1034,20057
1034,30312
1034,30007
1034,30007
1034,30007
1034,30007
1034,20020
1034,30007
1034,20028
1034,30007
1034,20014
1034,30314
1034,30023
1034,30023
1034,20029
1034,30023
1034,30315
1034,30316
1034,30037
1034,20014
1034,20079
1034,20064
1034,30087
1034,30317
1034,20023
1034,30317
1034,30161
1034,30161
1034,30007
1034,30007
1034,30007
1034,30007
1034,20057
1034,30007
1034,30007
1034,20057
1034,20014
1034,20027
1034,30320
1034,30321
1034,20014
1034,20029
1034,30023
1034,30023
1034,20050
1034,30107
1034,20029
1034,30107
1034,20014
1034,20080
1034,30044
1034,20014
1034,30161
1034,20064
1034,30161
1034,20064
1034,30007
1034,30007
1035,30130
1035,20050
1035,30007
1035,30065
1035,30076
1035,20032
1035,30325
1035,30326
1035,20021
1035,30023
1035,30023
1035,30224
1035,30079
1035,30330
1035,30005
1035,30005
1035,30005
1035,30204
1035,20050
1035,30204
1035,30055
1035,30049
1035,20050
1035,30161
1035,20081
1035,30062
1035,30007
1035,30007
1035,30007
1035,20050
1035,30007
1035,30007
1035,30007
1035,30007
1035,30007
1035,30007
1035,20050
1035,30007
1035,30007
1035,30007
1035,20081
1035,30052
1035,30028
1035,30130
1035,20037
1035,30023
1035,30023
1035,30023
1035,20073
1035,30023
1035,30023
1035,30023
1035,30079
1035,20024
1035,30010
1035,30010
1035,30330
1035,30330
1035,30204
1035,20050
1035,20069
1035,30091
1035,20019
1035,30091
1035,30091
1035,30062
1035,20014
1035,20065
1035,30007
1035,20019
1035,30007
1035,30007
1035,30007
1035,20050
1035,30007
1035,30007
1035,30007
1035,30007
1035,30007
1035,30007
1035,30007
1035,30007
1035,30007
1035,30065
1035,20082
1035,20032
1035,20046
1035,30028
1035,30130
1035,20083
1035,30330
1035,20019
1035,30005
1035,30005
1035,30005
1035,20072
1035,30091
1035,30062
1035,20014
1035,30007
1035,30007
1035,30007
1035,30007
1035,30007
1035,20019
1035,30007
1035,30007
1035,30340
1035,20082
1035,20032
1035,30023
1035,30023
1035,20034
1035,30023
1035,30023
1035,30023
1035,20008
1035,30023
1035,20032
1035,30079
1035,30153
1035,20037
1035,20019
1035,30005
1035,30005
1035,30005
1035,30091
1035,20081
1035,30342
1035,30055
1035,30161
1035,20081
1035,30007
1035,30007
1035,20082
1035,30007
1035,30007
1035,20081
1035,30007
1035,30007
1035,30007
1039,30321
1039,30330
1039,30204
1039,30344
1039,30344
1039,30049
1039,30175
1039,30007
1039,20019
1039,30007
1039,30000
1039,20014
1039,20084
1039,20085
1039,30037
1039,30330
1039,30091
1039,20019
1039,30055
1039,30049
1039,30062
1039,30161
1039,20086
1039,30007
1039,30007
1039,20023
1039,30349
1039,30091
1039,30062
1039,30062
1039,30062
1039,20023
1039,30007
1039,30023
1039,30204
1039,30049
1039,30049
1039,30007
1041,30204
1041,20050
1041,30007
1041,20050
1042,30007
1042,30330
1042,30204
1042,30049
1042,30049
1042,30007
1042,20066
1042,20015
1042,30204
1042,20087
1042,30062
1042,20014
1042,20023
1042,20088
1042,30007
1042,30007
1042,30204
1042,30062
1042,30062
1042,30007
1042,30037
1042,30049
1042,30049
1043,30023
1043,30107
1043,30107
1043,30107
1043,20089
1043,30107
1043,30007
1043,30007
1043,30007
1043,20089
1043,30007
1043,30007
1043,30007
1043,30007
1043,30007
1043,30357
1043,30224
1043,20014
1043,20089
1043,30107
1043,30007
1043,30007
1043,30224
1043,20089
1043,30107
1043,30359
1043,20089
1043,30360
1043,20020
1043,30055
1043,20089
1043,30062
1043,20014
1043,20089
1043,20089
1043,30007
1043,30007
1043,30224
1043,20089
1043,30107
1043,20089
1043,20090
1043,30161
1043,20014
1043,30062
1043,20016
1043,20089
1045,20019
1046,30361
1046,20002
1046,30007
1046,20002
1046,30007
1046,30330
1046,20034
1046,30007
1046,30007
1047,30140
1047,30364
1047,20043
1047,30029
1047,20005
1047,30007
1047,20005
1047,30368
1047,30369
1047,30029
1047,20025
1047,30029
1047,30029
1047,30370
1047,30005
1047,20025
1047,20037
1047,30377
1047,20025
1047,20037
1047,20049
1047,20025
1047,30029
1047,30029
1047,30142
1047,30204
1047,20041
1047,20024
1048,30381
1048,30029
1048,30029
1048,20005
1048,20010
1048,20002
1048,30007
1048,30383
